KodeID	KodeNavn	Tekst	Niva0ID	Niva0Navn	Niva0SortID	Niva1ID	Niva1Navn	Niva2ID	Niva2Navn	Niva3ID	Niva3Navn	Niva4ID	Niva4Navn	MNiva	LasteSeq
Z57	Z57 - Yrkesmessig eksposisjon for risikofaktorer	Z57 - Yrkesmessig eksposisjon for risikofaktorer	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z57	Z57 - Yrkesmessig eksposisjon for risikofaktorer	Z57	Z57 - Yrkesmessig eksposisjon for risikofaktorer	Z57	Z57 - Yrkesmessig eksposisjon for risikofaktorer	3	NULL
Z570	Z570 - Yrkesmessig eksposisjon for støy	Z570 - Yrkesmessig eksposisjon for støy	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z57	Z57 - Yrkesmessig eksposisjon for risikofaktorer	Z570	Z570 - Yrkesmessig eksposisjon for støy	Z570	Z570 - Yrkesmessig eksposisjon for støy	4	NULL
Z571	Z571 - Yrkesmessig eksposisjon for stråling	Z571 - Yrkesmessig eksposisjon for stråling	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z57	Z57 - Yrkesmessig eksposisjon for risikofaktorer	Z571	Z571 - Yrkesmessig eksposisjon for stråling	Z571	Z571 - Yrkesmessig eksposisjon for stråling	4	NULL
Z572	Z572 - Yrkesmessig eksposisjon for støv	Z572 - Yrkesmessig eksposisjon for støv	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z57	Z57 - Yrkesmessig eksposisjon for risikofaktorer	Z572	Z572 - Yrkesmessig eksposisjon for støv	Z572	Z572 - Yrkesmessig eksposisjon for støv	4	NULL
Z573	Z573 - Yrkesmessig eksposisjon for annet forurensende stoff i luft	Z573 - Yrkesmessig eksposisjon for annet forurensende stoff i luft	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z57	Z57 - Yrkesmessig eksposisjon for risikofaktorer	Z573	Z573 - Yrkesmessig eksposisjon for annet forurensende stoff i luft	Z573	Z573 - Yrkesmessig eksposisjon for annet forurensende stoff i luft	4	NULL
Z574	Z574 - Yrkesmessig eksposisjon for giftig stoff i landbruk	Z574 - Yrkesmessig eksposisjon for giftig stoff i landbruk	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z57	Z57 - Yrkesmessig eksposisjon for risikofaktorer	Z574	Z574 - Yrkesmessig eksposisjon for giftig stoff i landbruk	Z574	Z574 - Yrkesmessig eksposisjon for giftig stoff i landbruk	4	NULL
Z575	Z575 - Yrkesmessig eksposisjon for giftig stoff i annen næringsvirksomhet	Z575 - Yrkesmessig eksposisjon for giftig stoff i annen næringsvirksomhet	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z57	Z57 - Yrkesmessig eksposisjon for risikofaktorer	Z575	Z575 - Yrkesmessig eksposisjon for giftig stoff i annen næringsvirksomhet	Z575	Z575 - Yrkesmessig eksposisjon for giftig stoff i annen næringsvirksomhet	4	NULL
Z576	Z576 - Yrkesmessig eksposisjon for ekstrem temperatur	Z576 - Yrkesmessig eksposisjon for ekstrem temperatur	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z57	Z57 - Yrkesmessig eksposisjon for risikofaktorer	Z576	Z576 - Yrkesmessig eksposisjon for ekstrem temperatur	Z576	Z576 - Yrkesmessig eksposisjon for ekstrem temperatur	4	NULL
Z577	Z577 - Yrkesmessig eksposisjon for vibrasjon	Z577 - Yrkesmessig eksposisjon for vibrasjon	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z57	Z57 - Yrkesmessig eksposisjon for risikofaktorer	Z577	Z577 - Yrkesmessig eksposisjon for vibrasjon	Z577	Z577 - Yrkesmessig eksposisjon for vibrasjon	4	NULL
Z578	Z578 - Yrkesmessig eksposisjon for annen spesifisert risikofaktor	Z578 - Yrkesmessig eksposisjon for annen spesifisert risikofaktor	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z57	Z57 - Yrkesmessig eksposisjon for risikofaktorer	Z578	Z578 - Yrkesmessig eksposisjon for annen spesifisert risikofaktor	Z578	Z578 - Yrkesmessig eksposisjon for annen spesifisert risikofaktor	4	NULL
Z579	Z579 - Yrkesmessig eksposisjon for uspesifisert risikofaktor	Z579 - Yrkesmessig eksposisjon for uspesifisert risikofaktor	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z57	Z57 - Yrkesmessig eksposisjon for risikofaktorer	Z579	Z579 - Yrkesmessig eksposisjon for uspesifisert risikofaktor	Z579	Z579 - Yrkesmessig eksposisjon for uspesifisert risikofaktor	4	NULL
Z58	Z58 - Problemer i forbindelse med miljøforhold	Z58 - Problemer i forbindelse med miljøforhold	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z58	Z58 - Problemer i forbindelse med miljøforhold	Z58	Z58 - Problemer i forbindelse med miljøforhold	Z58	Z58 - Problemer i forbindelse med miljøforhold	3	NULL
Z580	Z580 - Problem i forbindelse med eksposisjon for støy	Z580 - Problem i forbindelse med eksposisjon for støy	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z58	Z58 - Problemer i forbindelse med miljøforhold	Z580	Z580 - Problem i forbindelse med eksposisjon for støy	Z580	Z580 - Problem i forbindelse med eksposisjon for støy	4	NULL
Z581	Z581 - Problem i forbindelse med eksposisjon for luftforurensning	Z581 - Problem i forbindelse med eksposisjon for luftforurensning	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z58	Z58 - Problemer i forbindelse med miljøforhold	Z581	Z581 - Problem i forbindelse med eksposisjon for luftforurensning	Z581	Z581 - Problem i forbindelse med eksposisjon for luftforurensning	4	NULL
U840	U840 - Resistens mot antiparasittmiddel	U840 - Resistens mot antiparasittmiddel	Kapittel XXII	Kapittel XXII - Koder for spesielle formål (U00-U85)	NULL	U82-U85	U82-U85 - Resistens mot antimikrobielle og antineoplastiske legemidler	U84	U84 - Resistens mot andre antimikrobielle legemidler	U840	U840 - Resistens mot antiparasittmiddel	U840	U840 - Resistens mot antiparasittmiddel	4	NULL
U841	U841 - Resistens mot antimykotisk legemiddel	U841 - Resistens mot antimykotisk legemiddel	Kapittel XXII	Kapittel XXII - Koder for spesielle formål (U00-U85)	NULL	U82-U85	U82-U85 - Resistens mot antimikrobielle og antineoplastiske legemidler	U84	U84 - Resistens mot andre antimikrobielle legemidler	U841	U841 - Resistens mot antimykotisk legemiddel	U841	U841 - Resistens mot antimykotisk legemiddel	4	NULL
U85	U85 - Resistens mot antineoplastiske legemidler	U85 - Resistens mot antineoplastiske legemidler	Kapittel XXII	Kapittel XXII - Koder for spesielle formål (U00-U85)	NULL	U82-U85	U82-U85 - Resistens mot antimikrobielle og antineoplastiske legemidler	U85	U85 - Resistens mot antineoplastiske legemidler	U85	U85 - Resistens mot antineoplastiske legemidler	U85	U85 - Resistens mot antineoplastiske legemidler	3	NULL
Z582	Z582 - Problem i forbindelse med eksposisjon for vannforurensning	Z582 - Problem i forbindelse med eksposisjon for vannforurensning	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z58	Z58 - Problemer i forbindelse med miljøforhold	Z582	Z582 - Problem i forbindelse med eksposisjon for vannforurensning	Z582	Z582 - Problem i forbindelse med eksposisjon for vannforurensning	4	NULL
Z583	Z583 - Problem i forbindelse med eksposisjon for forurensning fra jord	Z583 - Problem i forbindelse med eksposisjon for forurensning fra jord	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z58	Z58 - Problemer i forbindelse med miljøforhold	Z583	Z583 - Problem i forbindelse med eksposisjon for forurensning fra jord	Z583	Z583 - Problem i forbindelse med eksposisjon for forurensning fra jord	4	NULL
Z584	Z584 - Problem i forbindelse med eksposisjon for stråling	Z584 - Problem i forbindelse med eksposisjon for stråling	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z58	Z58 - Problemer i forbindelse med miljøforhold	Z584	Z584 - Problem i forbindelse med eksposisjon for stråling	Z584	Z584 - Problem i forbindelse med eksposisjon for stråling	4	NULL
Z585	Z585 - Problem i forbindelse med eksposisjon for annen forurensning	Z585 - Problem i forbindelse med eksposisjon for annen forurensning	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z58	Z58 - Problemer i forbindelse med miljøforhold	Z585	Z585 - Problem i forbindelse med eksposisjon for annen forurensning	Z585	Z585 - Problem i forbindelse med eksposisjon for annen forurensning	4	NULL
Z586	Z586 - Problem i forbindelse med utilstrekkelig drikkevannsforsyning	Z586 - Problem i forbindelse med utilstrekkelig drikkevannsforsyning	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z58	Z58 - Problemer i forbindelse med miljøforhold	Z586	Z586 - Problem i forbindelse med utilstrekkelig drikkevannsforsyning	Z586	Z586 - Problem i forbindelse med utilstrekkelig drikkevannsforsyning	4	NULL
Z587	Z587 - Problem i forbindelse med eksposisjon for tobakksrøyk	Z587 - Problem i forbindelse med eksposisjon for tobakksrøyk	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z58	Z58 - Problemer i forbindelse med miljøforhold	Z587	Z587 - Problem i forbindelse med eksposisjon for tobakksrøyk	Z587	Z587 - Problem i forbindelse med eksposisjon for tobakksrøyk	4	NULL
Z588	Z588 - Annet spesifisert problem i forbindelse med miljøforhold	Z588 - Annet spesifisert problem i forbindelse med miljøforhold	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z58	Z58 - Problemer i forbindelse med miljøforhold	Z588	Z588 - Annet spesifisert problem i forbindelse med miljøforhold	Z588	Z588 - Annet spesifisert problem i forbindelse med miljøforhold	4	NULL
Z589	Z589 - Uspesifisert problem i forbindelse med miljøforhold	Z589 - Uspesifisert problem i forbindelse med miljøforhold	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z58	Z58 - Problemer i forbindelse med miljøforhold	Z589	Z589 - Uspesifisert problem i forbindelse med miljøforhold	Z589	Z589 - Uspesifisert problem i forbindelse med miljøforhold	4	NULL
Z59	Z59 - Problemer i forbindelse med boforhold og økonomiske forhold	Z59 - Problemer i forbindelse med boforhold og økonomiske forhold	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z59	Z59 - Problemer i forbindelse med boforhold og økonomiske forhold	Z59	Z59 - Problemer i forbindelse med boforhold og økonomiske forhold	Z59	Z59 - Problemer i forbindelse med boforhold og økonomiske forhold	3	NULL
Z590	Z590 - Problem i forbindelse med hjemløshet	Z590 - Problem i forbindelse med hjemløshet	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z59	Z59 - Problemer i forbindelse med boforhold og økonomiske forhold	Z590	Z590 - Problem i forbindelse med hjemløshet	Z590	Z590 - Problem i forbindelse med hjemløshet	4	NULL
Z591	Z591 - Problem med dårlige boforhold	Z591 - Problem med dårlige boforhold	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z59	Z59 - Problemer i forbindelse med boforhold og økonomiske forhold	Z591	Z591 - Problem med dårlige boforhold	Z591	Z591 - Problem med dårlige boforhold	4	NULL
Z592	Z592 - Problem med konflikt med nabo, leieboer eller husvert	Z592 - Problem med konflikt med nabo, leieboer eller husvert	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z59	Z59 - Problemer i forbindelse med boforhold og økonomiske forhold	Z592	Z592 - Problem med konflikt med nabo, leieboer eller husvert	Z592	Z592 - Problem med konflikt med nabo, leieboer eller husvert	4	NULL
Z593	Z593 - Problem ved institusjonsmessig boform utenom helsevesenet	Z593 - Problem ved institusjonsmessig boform utenom helsevesenet	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z59	Z59 - Problemer i forbindelse med boforhold og økonomiske forhold	Z593	Z593 - Problem ved institusjonsmessig boform utenom helsevesenet	Z593	Z593 - Problem ved institusjonsmessig boform utenom helsevesenet	4	NULL
U068	Bruk av U06.8 for beredskapsformål	Bruk av U06.8 for beredskapsformål	Kapittel XXII 	Kapittel XXII  - Koder for spesielle formål (U00-U85)	22	(U00-U49)	(U00-U49) - Midlertidig tilordning av nye sykdommer med usikker etiologi eller for beredskapsformål	U06	U06 - Zikavirussykdom	U068	Bruk av U06.8 for beredskapsformål	NULL	NULL	3	6777
U069	Uspesifisert Zikavirussykdom	Uspesifisert Zikavirussykdom	Kapittel XXII 	Kapittel XXII  - Koder for spesielle formål (U00-U85)	22	(U00-U49)	(U00-U49) - Midlertidig tilordning av nye sykdommer med usikker etiologi eller for beredskapsformål	U06	U06 - Zikavirussykdom	U069	Uspesifisert Zikavirussykdom	NULL	NULL	3	6778
H312	H312 - Arvelig chorioidaldystrofi	H312 - Arvelig chorioidaldystrofi	Kapittel VII	Kapittel VII - (H00-H59) Sykdommer i øyet og øyets omgivelser	NULL	H30-H36	H30-H36 - Sykdommer i årehinne (choroidea) og netthinne (retina)	H31	H31 - Andre sykdommer i årehinne (choroidea)	H312	H312 - Arvelig chorioidaldystrofi	H312	H312 - Arvelig chorioidaldystrofi	4	NULL
Z594	Z594 - Problem med mangel på fullverdig mat	Z594 - Problem med mangel på fullverdig mat	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z59	Z59 - Problemer i forbindelse med boforhold og økonomiske forhold	Z594	Z594 - Problem med mangel på fullverdig mat	Z594	Z594 - Problem med mangel på fullverdig mat	4	NULL
Z595	Z595 - Problem med ekstrem fattigdom	Z595 - Problem med ekstrem fattigdom	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z59	Z59 - Problemer i forbindelse med boforhold og økonomiske forhold	Z595	Z595 - Problem med ekstrem fattigdom	Z595	Z595 - Problem med ekstrem fattigdom	4	NULL
Z596	Z596 - Problem med lav inntekt	Z596 - Problem med lav inntekt	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z59	Z59 - Problemer i forbindelse med boforhold og økonomiske forhold	Z596	Z596 - Problem med lav inntekt	Z596	Z596 - Problem med lav inntekt	4	NULL
Z597	Z597 - Problem med utilstrekkelig trygd eller stønad	Z597 - Problem med utilstrekkelig trygd eller stønad	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z59	Z59 - Problemer i forbindelse med boforhold og økonomiske forhold	Z597	Z597 - Problem med utilstrekkelig trygd eller stønad	Z597	Z597 - Problem med utilstrekkelig trygd eller stønad	4	NULL
Z598	Z598 - Annet spesifisert problem i forbindelse med boforhold eller økonomiske forhold	Z598 - Annet spesifisert problem i forbindelse med boforhold eller økonomiske forhold	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z59	Z59 - Problemer i forbindelse med boforhold og økonomiske forhold	Z598	Z598 - Annet spesifisert problem i forbindelse med boforhold eller økonomiske forhold	Z598	Z598 - Annet spesifisert problem i forbindelse med boforhold eller økonomiske forhold	4	NULL
Z599	Z599 - Uspesifisert problem i forbindelse med boforhold eller økonomiske forhold	Z599 - Uspesifisert problem i forbindelse med boforhold eller økonomiske forhold	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z59	Z59 - Problemer i forbindelse med boforhold og økonomiske forhold	Z599	Z599 - Uspesifisert problem i forbindelse med boforhold eller økonomiske forhold	Z599	Z599 - Uspesifisert problem i forbindelse med boforhold eller økonomiske forhold	4	NULL
Z60	Z60 - Problemer i forbindelse med sosialt miljø	Z60 - Problemer i forbindelse med sosialt miljø	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z60	Z60 - Problemer i forbindelse med sosialt miljø	Z60	Z60 - Problemer i forbindelse med sosialt miljø	Z60	Z60 - Problemer i forbindelse med sosialt miljø	3	NULL
Z600	Z600 - Problem med tilpasning til overgangsperiode i livssyklus	Z600 - Problem med tilpasning til overgangsperiode i livssyklus	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z60	Z60 - Problemer i forbindelse med sosialt miljø	Z600	Z600 - Problem med tilpasning til overgangsperiode i livssyklus	Z600	Z600 - Problem med tilpasning til overgangsperiode i livssyklus	4	NULL
Z601	Z601 - Problem i forbindelse med atypisk foreldresituasjon	Z601 - Problem i forbindelse med atypisk foreldresituasjon	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z60	Z60 - Problemer i forbindelse med sosialt miljø	Z601	Z601 - Problem i forbindelse med atypisk foreldresituasjon	Z601	Z601 - Problem i forbindelse med atypisk foreldresituasjon	4	NULL
Z602	Z602 - Problem i forbindelse med aleneboende	Z602 - Problem i forbindelse med aleneboende	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z60	Z60 - Problemer i forbindelse med sosialt miljø	Z602	Z602 - Problem i forbindelse med aleneboende	Z602	Z602 - Problem i forbindelse med aleneboende	4	NULL
Z603	Z603 - Problem i forbindelse med kulturelle tilpasningsvansker	Z603 - Problem i forbindelse med kulturelle tilpasningsvansker	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z60	Z60 - Problemer i forbindelse med sosialt miljø	Z603	Z603 - Problem i forbindelse med kulturelle tilpasningsvansker	Z603	Z603 - Problem i forbindelse med kulturelle tilpasningsvansker	4	NULL
Z604	Z604 - Problem i forbindelse med sosial utestengning eller avvisning	Z604 - Problem i forbindelse med sosial utestengning eller avvisning	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z60	Z60 - Problemer i forbindelse med sosialt miljø	Z604	Z604 - Problem i forbindelse med sosial utestengning eller avvisning	Z604	Z604 - Problem i forbindelse med sosial utestengning eller avvisning	4	NULL
Z605	Z605 - Problem i forbindelse med diskriminering eller forfølgelse etter egen oppfatning	Z605 - Problem i forbindelse med diskriminering eller forfølgelse etter egen oppfatning	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z60	Z60 - Problemer i forbindelse med sosialt miljø	Z605	Z605 - Problem i forbindelse med diskriminering eller forfølgelse etter egen oppfatning	Z605	Z605 - Problem i forbindelse med diskriminering eller forfølgelse etter egen oppfatning	4	NULL
F012	F012 - Subkortikal vaskulær demens	F012 - Subkortikal vaskulær demens	Kapittel V	Kapittel V - (F00-F99) Psykiske lidelser og atferdsforstyrrelser	NULL	F00-F09	F00-F09 - Organiske, inklusive symptomatiske, psykiske lidelser	F01	F01 - Vaskulær demens	F012	F012 - Subkortikal vaskulær demens	F012	F012 - Subkortikal vaskulær demens	4	NULL
F018	F018 - Annen spesifisert vaskulær demens	F018 - Annen spesifisert vaskulær demens	Kapittel V	Kapittel V - (F00-F99) Psykiske lidelser og atferdsforstyrrelser	NULL	F00-F09	F00-F09 - Organiske, inklusive symptomatiske, psykiske lidelser	F01	F01 - Vaskulær demens	F018	F018 - Annen spesifisert vaskulær demens	F018	F018 - Annen spesifisert vaskulær demens	4	NULL
F019	F019 - Uspesifisert vaskulær demens	F019 - Uspesifisert vaskulær demens	Kapittel V	Kapittel V - (F00-F99) Psykiske lidelser og atferdsforstyrrelser	NULL	F00-F09	F00-F09 - Organiske, inklusive symptomatiske, psykiske lidelser	F01	F01 - Vaskulær demens	F019	F019 - Uspesifisert vaskulær demens	F019	F019 - Uspesifisert vaskulær demens	4	NULL
Z608	Z608 - Annet spesifisert problem i forbindelse med sosialt miljø	Z608 - Annet spesifisert problem i forbindelse med sosialt miljø	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z60	Z60 - Problemer i forbindelse med sosialt miljø	Z608	Z608 - Annet spesifisert problem i forbindelse med sosialt miljø	Z608	Z608 - Annet spesifisert problem i forbindelse med sosialt miljø	4	NULL
Z609	Z609 - Uspesifisert problem i forbindelse med sosialt miljø	Z609 - Uspesifisert problem i forbindelse med sosialt miljø	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z60	Z60 - Problemer i forbindelse med sosialt miljø	Z609	Z609 - Uspesifisert problem i forbindelse med sosialt miljø	Z609	Z609 - Uspesifisert problem i forbindelse med sosialt miljø	4	NULL
Z61	Z61 - Problemer i forbindelse med negative livssituasjoner i barndommen	Z61 - Problemer i forbindelse med negative livssituasjoner i barndommen	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z61	Z61 - Problemer i forbindelse med negative livssituasjoner i barndommen	Z61	Z61 - Problemer i forbindelse med negative livssituasjoner i barndommen	Z61	Z61 - Problemer i forbindelse med negative livssituasjoner i barndommen	3	NULL
