KodeID	KodeNavn	Tekst	Niva0ID	Niva0Navn	Niva0SortID	Niva1ID	Niva1Navn	Niva2ID	Niva2Navn	Niva3ID	Niva3Navn	Niva4ID	Niva4Navn	MNiva	LasteSeq
Z610	Z610 - Problem i forbindelse med tap av kjær kontakt i barnealder	Z610 - Problem i forbindelse med tap av kjær kontakt i barnealder	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z61	Z61 - Problemer i forbindelse med negative livssituasjoner i barndommen	Z610	Z610 - Problem i forbindelse med tap av kjær kontakt i barnealder	Z610	Z610 - Problem i forbindelse med tap av kjær kontakt i barnealder	4	NULL
Z611	Z611 - Problem i forbindelse med fjerning fra hjemmet i barnealder	Z611 - Problem i forbindelse med fjerning fra hjemmet i barnealder	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z61	Z61 - Problemer i forbindelse med negative livssituasjoner i barndommen	Z611	Z611 - Problem i forbindelse med fjerning fra hjemmet i barnealder	Z611	Z611 - Problem i forbindelse med fjerning fra hjemmet i barnealder	4	NULL
Z612	Z612 - Problem i forbindelse med endret mønster i familierelasjoner i barnealder	Z612 - Problem i forbindelse med endret mønster i familierelasjoner i barnealder	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z61	Z61 - Problemer i forbindelse med negative livssituasjoner i barndommen	Z612	Z612 - Problem i forbindelse med endret mønster i familierelasjoner i barnealder	Z612	Z612 - Problem i forbindelse med endret mønster i familierelasjoner i barnealder	4	NULL
Z613	Z613 - Problem i forbindelse med hendelser som medfører tap av selvrespekt i barnealder	Z613 - Problem i forbindelse med hendelser som medfører tap av selvrespekt i barnealder	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z61	Z61 - Problemer i forbindelse med negative livssituasjoner i barndommen	Z613	Z613 - Problem i forbindelse med hendelser som medfører tap av selvrespekt i barnealder	Z613	Z613 - Problem i forbindelse med hendelser som medfører tap av selvrespekt i barnealder	4	NULL
Z614	Z614 - Problem i forbindelse med påstått seksuelt misbruk av barn utført av person som tilhører barnets primærkontakter	Z614 - Problem i forbindelse med påstått seksuelt misbruk av barn utført av person som tilhører barnets primærkontakter	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z61	Z61 - Problemer i forbindelse med negative livssituasjoner i barndommen	Z614	Z614 - Problem i forbindelse med påstått seksuelt misbruk av barn utført av person som tilhører barnets primærkontakter	Z614	Z614 - Problem i forbindelse med påstått seksuelt misbruk av barn utført av person som tilhører barnets primærkontakter	4	NULL
Z615	Z615 - Problem i forbindelse med påstått seksuelt misbruk av barn utført av personer utenfor barnets primærkontakter	Z615 - Problem i forbindelse med påstått seksuelt misbruk av barn utført av personer utenfor barnets primærkontakter	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z61	Z61 - Problemer i forbindelse med negative livssituasjoner i barndommen	Z615	Z615 - Problem i forbindelse med påstått seksuelt misbruk av barn utført av personer utenfor barnets primærkontakter	Z615	Z615 - Problem i forbindelse med påstått seksuelt misbruk av barn utført av personer utenfor barnets primærkontakter	4	NULL
Z616	Z616 - Problem i forbindelse med påstått fysisk mishandling av barn	Z616 - Problem i forbindelse med påstått fysisk mishandling av barn	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z61	Z61 - Problemer i forbindelse med negative livssituasjoner i barndommen	Z616	Z616 - Problem i forbindelse med påstått fysisk mishandling av barn	Z616	Z616 - Problem i forbindelse med påstått fysisk mishandling av barn	4	NULL
Z617	Z617 - Problem i forbindelse med skremmende opplevelse i barnealder	Z617 - Problem i forbindelse med skremmende opplevelse i barnealder	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z61	Z61 - Problemer i forbindelse med negative livssituasjoner i barndommen	Z617	Z617 - Problem i forbindelse med skremmende opplevelse i barnealder	Z617	Z617 - Problem i forbindelse med skremmende opplevelse i barnealder	4	NULL
Z618	Z618 - Problem i forbindelse med annen spesifisert negativ opplevelse i barnealder	Z618 - Problem i forbindelse med annen spesifisert negativ opplevelse i barnealder	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z61	Z61 - Problemer i forbindelse med negative livssituasjoner i barndommen	Z618	Z618 - Problem i forbindelse med annen spesifisert negativ opplevelse i barnealder	Z618	Z618 - Problem i forbindelse med annen spesifisert negativ opplevelse i barnealder	4	NULL
H30	H30 - Chorioretinal betennelse	H30 - Chorioretinal betennelse	Kapittel VII	Kapittel VII - (H00-H59) Sykdommer i øyet og øyets omgivelser	NULL	H30-H36	H30-H36 - Sykdommer i årehinne (choroidea) og netthinne (retina)	H30	H30 - Chorioretinal betennelse	H30	H30 - Chorioretinal betennelse	H30	H30 - Chorioretinal betennelse	3	NULL
H300	H300 - Fokal chorioretinal betennelse	H300 - Fokal chorioretinal betennelse	Kapittel VII	Kapittel VII - (H00-H59) Sykdommer i øyet og øyets omgivelser	NULL	H30-H36	H30-H36 - Sykdommer i årehinne (choroidea) og netthinne (retina)	H30	H30 - Chorioretinal betennelse	H300	H300 - Fokal chorioretinal betennelse	H300	H300 - Fokal chorioretinal betennelse	4	NULL
H33	H33 - Netthinneløsning og netthinnerift	H33 - Netthinneløsning og netthinnerift	Kapittel VII	Kapittel VII - (H00-H59) Sykdommer i øyet og øyets omgivelser	NULL	H30-H36	H30-H36 - Sykdommer i årehinne (choroidea) og netthinne (retina)	H33	H33 - Netthinneløsning og netthinnerift	H33	H33 - Netthinneløsning og netthinnerift	H33	H33 - Netthinneløsning og netthinnerift	3	NULL
Z619	Z619 - Problem i forbindelse med uspesifisert negativ opplevelse i barnealder	Z619 - Problem i forbindelse med uspesifisert negativ opplevelse i barnealder	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z61	Z61 - Problemer i forbindelse med negative livssituasjoner i barndommen	Z619	Z619 - Problem i forbindelse med uspesifisert negativ opplevelse i barnealder	Z619	Z619 - Problem i forbindelse med uspesifisert negativ opplevelse i barnealder	4	NULL
Z62	Z62 - Andre problemer i forbindelse med oppfostring	Z62 - Andre problemer i forbindelse med oppfostring	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z62	Z62 - Andre problemer i forbindelse med oppfostring	Z62	Z62 - Andre problemer i forbindelse med oppfostring	Z62	Z62 - Andre problemer i forbindelse med oppfostring	3	NULL
Z620	Z620 - Utilstrekkelig tilsyn eller kontroll fra foreldre	Z620 - Utilstrekkelig tilsyn eller kontroll fra foreldre	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z62	Z62 - Andre problemer i forbindelse med oppfostring	Z620	Z620 - Utilstrekkelig tilsyn eller kontroll fra foreldre	Z620	Z620 - Utilstrekkelig tilsyn eller kontroll fra foreldre	4	NULL
Z621	Z621 - Problem i forbindelse med overbeskyttelse fra foreldre	Z621 - Problem i forbindelse med overbeskyttelse fra foreldre	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z62	Z62 - Andre problemer i forbindelse med oppfostring	Z621	Z621 - Problem i forbindelse med overbeskyttelse fra foreldre	Z621	Z621 - Problem i forbindelse med overbeskyttelse fra foreldre	4	NULL
Z622	Z622 - Problem i forbindelse med oppfostring i institusjon	Z622 - Problem i forbindelse med oppfostring i institusjon	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z62	Z62 - Andre problemer i forbindelse med oppfostring	Z622	Z622 - Problem i forbindelse med oppfostring i institusjon	Z622	Z622 - Problem i forbindelse med oppfostring i institusjon	4	NULL
Z623	Z623 - Problem i forbindelse med fiendtlighet mot barn eller barn som syndebukk	Z623 - Problem i forbindelse med fiendtlighet mot barn eller barn som syndebukk	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z62	Z62 - Andre problemer i forbindelse med oppfostring	Z623	Z623 - Problem i forbindelse med fiendtlighet mot barn eller barn som syndebukk	Z623	Z623 - Problem i forbindelse med fiendtlighet mot barn eller barn som syndebukk	4	NULL
Z624	Z624 - Problem i forbindelse med følelsesmessig forsømmelse av barn	Z624 - Problem i forbindelse med følelsesmessig forsømmelse av barn	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z62	Z62 - Andre problemer i forbindelse med oppfostring	Z624	Z624 - Problem i forbindelse med følelsesmessig forsømmelse av barn	Z624	Z624 - Problem i forbindelse med følelsesmessig forsømmelse av barn	4	NULL
Z625	Z625 - Annet problem i forbindelse med forsømmelse under oppfostring	Z625 - Annet problem i forbindelse med forsømmelse under oppfostring	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z62	Z62 - Andre problemer i forbindelse med oppfostring	Z625	Z625 - Annet problem i forbindelse med forsømmelse under oppfostring	Z625	Z625 - Annet problem i forbindelse med forsømmelse under oppfostring	4	NULL
Z626	Z626 - Problem i forbindelse med uheldig foreldrepress eller annet unormalt trekk ved oppfostring	Z626 - Problem i forbindelse med uheldig foreldrepress eller annet unormalt trekk ved oppfostring	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z62	Z62 - Andre problemer i forbindelse med oppfostring	Z626	Z626 - Problem i forbindelse med uheldig foreldrepress eller annet unormalt trekk ved oppfostring	Z626	Z626 - Problem i forbindelse med uheldig foreldrepress eller annet unormalt trekk ved oppfostring	4	NULL
Z628	Z628 - Annet spesifisert problem i forbindelse med oppfostring	Z628 - Annet spesifisert problem i forbindelse med oppfostring	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z62	Z62 - Andre problemer i forbindelse med oppfostring	Z628	Z628 - Annet spesifisert problem i forbindelse med oppfostring	Z628	Z628 - Annet spesifisert problem i forbindelse med oppfostring	4	NULL
Z629	Z629 - Uspesifisert problem i forbindelse med oppfostring	Z629 - Uspesifisert problem i forbindelse med oppfostring	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z62	Z62 - Andre problemer i forbindelse med oppfostring	Z629	Z629 - Uspesifisert problem i forbindelse med oppfostring	Z629	Z629 - Uspesifisert problem i forbindelse med oppfostring	4	NULL
Z63	Z63 - Andre problemer i forbindelse med primærkontaktene, inkludert familieforhold	Z63 - Andre problemer i forbindelse med primærkontaktene, inkludert familieforhold	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z63	Z63 - Andre problemer i forbindelse med primærkontaktene, inkludert familieforhold	Z63	Z63 - Andre problemer i forbindelse med primærkontaktene, inkludert familieforhold	Z63	Z63 - Andre problemer i forbindelse med primærkontaktene, inkludert familieforhold	3	NULL
Z630	Z630 - Problem i forhold til ektefelle eller partner	Z630 - Problem i forhold til ektefelle eller partner	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z63	Z63 - Andre problemer i forbindelse med primærkontaktene, inkludert familieforhold	Z630	Z630 - Problem i forhold til ektefelle eller partner	Z630	Z630 - Problem i forhold til ektefelle eller partner	4	NULL
(Z70-Z76)	(Z70-Z76) - Kontakt med helsetjenesten under andre omstendigheter	Kontakt med helsetjenesten under andre omstendigheter	Kapittel XXI (Z00-Z99)	Kapittel XXI (Z00-Z99) - Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	21	(Z70-Z76)	(Z70-Z76) - Kontakt med helsetjenesten under andre omstendigheter	NULL	NULL	NULL	NULL	NULL	NULL	1	6090
E703	E703 - Albinisme	E703 - Albinisme	Kapittel IV	Kapittel IV - (E00-E90) Endokrine sykdommer, ernæringssykdommer og metabolske forstyrrelser	NULL	E70-E90	E70-E90 - Metabolske forstyrrelser	E70	E70 - Forstyrrelser i metabolismen av aromatiske aminosyrer	E703	E703 - Albinisme	E703	E703 - Albinisme	4	NULL
E710	E710 - «Maple syrup urine disease»	E710 - «Maple syrup urine disease»	Kapittel IV	Kapittel IV - (E00-E90) Endokrine sykdommer, ernæringssykdommer og metabolske forstyrrelser	NULL	E70-E90	E70-E90 - Metabolske forstyrrelser	E71	E71 - Forstyrrelse i metabolismen av grenede  aminosyrer og fettsyrer	E710	E710 - «Maple syrup urine disease»	E710	E710 - «Maple syrup urine disease»	4	NULL
Z631	Z631 - Problem i forhold til foreldre eller svigerforeldre	Z631 - Problem i forhold til foreldre eller svigerforeldre	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z63	Z63 - Andre problemer i forbindelse med primærkontaktene, inkludert familieforhold	Z631	Z631 - Problem i forhold til foreldre eller svigerforeldre	Z631	Z631 - Problem i forhold til foreldre eller svigerforeldre	4	NULL
Z632	Z632 - Problem i forbindelse med utilstrekkelig støtte fra familie	Z632 - Problem i forbindelse med utilstrekkelig støtte fra familie	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z63	Z63 - Andre problemer i forbindelse med primærkontaktene, inkludert familieforhold	Z632	Z632 - Problem i forbindelse med utilstrekkelig støtte fra familie	Z632	Z632 - Problem i forbindelse med utilstrekkelig støtte fra familie	4	NULL
Z633	Z633 - Problem i forbindelse med fravær av familiemedlem	Z633 - Problem i forbindelse med fravær av familiemedlem	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z63	Z63 - Andre problemer i forbindelse med primærkontaktene, inkludert familieforhold	Z633	Z633 - Problem i forbindelse med fravær av familiemedlem	Z633	Z633 - Problem i forbindelse med fravær av familiemedlem	4	NULL
Z634	Z634 - Problem i forbindelse med familiemedlem som forsvinner eller dør	Z634 - Problem i forbindelse med familiemedlem som forsvinner eller dør	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z63	Z63 - Andre problemer i forbindelse med primærkontaktene, inkludert familieforhold	Z634	Z634 - Problem i forbindelse med familiemedlem som forsvinner eller dør	Z634	Z634 - Problem i forbindelse med familiemedlem som forsvinner eller dør	4	NULL
Z635	Z635 - Problem i forbindelse med oppbrudd av familie ved separasjon eller skilsmisse	Z635 - Problem i forbindelse med oppbrudd av familie ved separasjon eller skilsmisse	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z63	Z63 - Andre problemer i forbindelse med primærkontaktene, inkludert familieforhold	Z635	Z635 - Problem i forbindelse med oppbrudd av familie ved separasjon eller skilsmisse	Z635	Z635 - Problem i forbindelse med oppbrudd av familie ved separasjon eller skilsmisse	4	NULL
Z636	Z636 - Problem i forbindelse med hjelpeløs slektning som trenger pleie hjemme	Z636 - Problem i forbindelse med hjelpeløs slektning som trenger pleie hjemme	Kapittel XXI	Kapittel XXI - (Z00-Z99) Faktorer som har betydning for helsetilstand og kontakt med helsetjenesten	NULL	Z55-Z65	Z55-Z65 - Potensiell helserisiko i forbindelse med sosioøkonomiske og psykososiale forhold	Z63	Z63 - Andre problemer i forbindelse med primærkontaktene, inkludert familieforhold	Z636	Z636 - Problem i forbindelse med hjelpeløs slektning som trenger pleie hjemme	Z636	Z636 - Problem i forbindelse med hjelpeløs slektning som trenger pleie hjemme	4	NULL
